poi_id,name,latitude,longitude,poi_type,category_detail,vibe,avg_cost,simulated_rating,dwell_time_minutes,popularity_score,opening_time,closing_time,time_block_suitability,is_central
2007,POI_6759581716,10.7615243,106.66676,Food_Dining,cafe,Chill,102413,3.95,60,0.485,07:00,23:00,"afternoon,evening",False
2008,Co.op Food,10.7560618,106.7045993,Shopping_Commerce,shop:supermarket,Local,104386,3.93,36,0.264,06:00,22:00,"morning,afternoon,evening",False
2009,Co.op Food,10.7581725,106.7066203,Shopping_Commerce,shop:supermarket,Local,40177,4.4,68,0.495,06:00,22:00,"morning,afternoon,evening",False
2010,Cà Phê Starbucks,10.7536876,106.6696595,Food_Dining,cafe,Chill,70274,4.5,59,0.505,07:00,23:00,"afternoon,evening",False
2011,SumoBBQ,10.7848233,106.696049,Food_Dining,restaurant:korean,Chill,255233,4.47,82,0.281,07:00,23:00,"afternoon,evening",False
2012,Domino's Pizza,10.7520802,106.6599619,Food_Dining,fast_food,Local,55639,4.17,38,0.328,06:00,22:00,"morning,afternoon,evening",False
2013,Nhà Hàng Bia Bỉ Belgo -The Belgian Craft Beer Brewery,10.7885585,106.6981074,Food_Dining,restaurant,Chill,280190,3.56,64,0.341,07:00,23:00,"afternoon,evening",False
2014,Cà Phê A'dor,10.7760216,106.6788139,Food_Dining,cafe,Chill,111566,4.75,58,0.347,07:00,23:00,"afternoon,evening",False
2015,Satra Foods,10.7634465,106.7080325,Shopping_Commerce,shop:supermarket,Local,57383,4.78,35,0.699,06:00,22:00,"morning,afternoon,evening",True
2016,Cà Phê Yo Yo Yo,10.7513186,106.7095546,Food_Dining,cafe,Chill,105820,4.29,60,0.516,07:00,23:00,"afternoon,evening",False
2017,Cà Phê VivaStar,10.7646007,106.6630673,Food_Dining,cafe,Chill,43620,3.8,45,0.549,07:00,23:00,"afternoon,evening",False
2018,Satra Foods,10.753822,106.7055139,Shopping_Commerce,shop:supermarket,Local,43236,3.56,41,0.511,06:00,22:00,"morning,afternoon,evening",False
2019,Nhà Hàng Sushi Ko,10.7608436,106.704794,Food_Dining,restaurant:japanese,Chill,568757,4.17,88,0.654,07:00,23:00,"afternoon,evening",True
2020,Co.op Food - Nguyễn Khoái,10.7555361,106.694199,Shopping_Commerce,shop:supermarket,Local,91069,3.64,93,0.258,06:00,22:00,"morning,afternoon,evening",False
2021,KFC,10.767268,106.6743433,Food_Dining,fast_food,Local,75291,4.61,90,0.504,06:00,22:00,"morning,afternoon,evening",False
2022,Cửa Hàng Thời Trang Dolla House,10.7629736,106.6868524,Shopping_Commerce,shop:clothes,Local,73806,4.38,23,0.501,06:00,22:00,"morning,afternoon,evening",False
2023,Cà Phê Fruzii,10.8140826,106.6664469,Food_Dining,cafe,Chill,40100,3.57,77,0.527,07:00,23:00,"afternoon,evening",False
2024,Cửa Hàng Thời Trang BoxShop,10.7704054,106.6844794,Shopping_Commerce,shop:clothes,Local,169197,4.64,57,0.406,06:00,22:00,"morning,afternoon,evening",False
2025,Quán Bar LoveLy,10.7657232,106.6906746,Food_Dining,bar,Party,286002,3.69,44,0.652,18:00,02:00,night,True
2026,Cửa Hàng Thời Trang Chang Style,10.7822277,106.6735077,Shopping_Commerce,shop:clothes,Local,151618,4.79,64,0.412,06:00,22:00,"morning,afternoon,evening",False
2027,Cửa Hàng Thời Trang Juky,10.7823515,106.672906,Shopping_Commerce,shop:clothes,Local,85446,4.34,85,0.488,06:00,22:00,"morning,afternoon,evening",False
2028,Cửa Hàng Thời Trang Alie,10.7824869,106.6730286,Shopping_Commerce,shop:clothes,Local,146456,4.3,46,0.508,06:00,22:00,"morning,afternoon,evening",False
2029,Cửa Hàng Thời Trang Vicki,10.7825229,106.6729925,Shopping_Commerce,shop:clothes,Local,162699,4.04,62,0.534,06:00,22:00,"morning,afternoon,evening",False
2030,Quán Nhà,10.7668609,106.7010004,Food_Dining,restaurant,Chill,209312,4.59,88,0.834,07:00,23:00,"afternoon,evening",True
2031,WinMart,10.7946042,106.7215659,Shopping_Commerce,shop:supermarket,Local,54476,4.2,30,0.434,06:00,22:00,"morning,afternoon,evening",False
2032,Bún Bò Huế Lyn,10.782139,106.6602369,Food_Dining,restaurant,Chill,176910,4.6,109,0.534,07:00,23:00,"afternoon,evening",False
2033,POI_6796263686,10.7822017,106.6599815,Food_Dining,cafe,Chill,60682,4.17,68,0.478,07:00,23:00,"afternoon,evening",False
2034,Cà Phê 121,10.7784985,106.6727485,Food_Dining,cafe,Chill,83113,4.04,57,0.354,07:00,23:00,"afternoon,evening",False
2035,The Coffee House,10.7745958,106.6757319,Food_Dining,cafe,Chill,102306,4.38,68,0.496,07:00,23:00,"afternoon,evening",False
2036,Cà Phê Ten Ren,10.7746165,106.6756147,Food_Dining,cafe,Chill,47969,4.27,35,0.516,07:00,23:00,"afternoon,evening",False
2037,Cửa Hàng Thời Trang Jotun,10.7747928,106.6757126,Shopping_Commerce,shop:clothes,Local,40662,3.59,44,0.287,06:00,22:00,"morning,afternoon,evening",False
2038,Nhà Hàng Thóc,10.76482,106.6949607,Food_Dining,restaurant:barbecue;vietnamese;seafood,Party,303012,3.74,117,0.644,18:00,02:00,night,True
2039,Starbucks,10.8020389,106.7487917,Food_Dining,cafe,Chill,45515,3.59,54,0.374,07:00,23:00,"afternoon,evening",False
2040,Cà Phê Phúc Long,10.8019212,106.7483353,Food_Dining,cafe,Chill,65392,3.52,54,0.341,07:00,23:00,"afternoon,evening",False
2041,Cà Phê Runam Boutique,10.8018907,106.748093,Food_Dining,cafe,Chill,102373,3.91,90,0.459,07:00,23:00,"afternoon,evening",False
2042,Siêu Thị Online Annam Gourmet,10.8014325,106.7479914,Shopping_Commerce,shop:supermarket,Local,45220,3.82,74,0.37,06:00,22:00,"morning,afternoon,evening",False
2043,Nhà Hàng El Gaucho Argentinian Steakhouse,10.8018336,106.7478741,Food_Dining,restaurant,Chill,272799,4.79,101,0.28,07:00,23:00,"afternoon,evening",False
2044,Quán Bar LAC Brewery,10.7732484,106.6959166,Food_Dining,bar,Party,212675,3.75,43,0.705,18:00,02:00,night,True
2045,Torisho,10.7797191,106.7049462,Food_Dining,restaurant,Chill,324562,4.27,73,0.57,07:00,23:00,"afternoon,evening",True
2046,Hủ Tiếu Mực Như Ý,10.7843341,106.6630404,Food_Dining,restaurant:vietnamese,Chill,184076,4.72,106,0.285,07:00,23:00,"afternoon,evening",False
2047,Fox Bar,10.7718545,106.7021828,Food_Dining,bar,Party,351523,3.61,61,0.673,18:00,02:00,night,True
2048,Cà Phê Xóm,10.7786107,106.672449,Food_Dining,cafe,Chill,116026,4.51,45,0.391,07:00,23:00,"afternoon,evening",False
2049,Cà Phê NIC,10.7783538,106.6723028,Food_Dining,cafe,Chill,71411,4.5,63,0.398,07:00,23:00,"afternoon,evening",False
2050,POI_6811490378,10.7783235,106.6722076,Food_Dining,restaurant,Chill,293657,3.9,118,0.308,07:00,23:00,"afternoon,evening",False
2051,Cửa Hàng Thời Trang M.I.A,10.7783841,106.6718455,Shopping_Commerce,shop:clothes,Local,185245,4.56,55,0.32,06:00,22:00,"morning,afternoon,evening",False
2052,POI_6811490427,10.7842348,106.6629647,Food_Dining,cafe,Chill,65352,3.74,86,0.485,07:00,23:00,"afternoon,evening",False
2053,Cà Phê Cheese,10.7737111,106.6686523,Food_Dining,cafe,Chill,54112,4.66,80,0.436,07:00,23:00,"afternoon,evening",False
2054,Cà Phê The Banned,10.7745147,106.6682446,Food_Dining,cafe,Chill,46420,4.54,75,0.439,07:00,23:00,"afternoon,evening",False
2055,Lotteria,10.7708749,106.6695441,Food_Dining,fast_food,Local,70766,4.28,72,0.321,06:00,22:00,"morning,afternoon,evening",False
2056,Lotteria,10.7711525,106.6727891,Food_Dining,fast_food,Local,84237,4.72,74,0.418,06:00,22:00,"morning,afternoon,evening",False
2057,Highlands Coffee,10.7782497,106.6800034,Food_Dining,cafe,Chill,101825,3.7,82,0.291,07:00,23:00,"afternoon,evening",False
2058,Cửa Hàng Thời Trang An Phước,10.7701142,106.670416,Shopping_Commerce,shop:clothes,Local,55394,4.24,60,0.382,06:00,22:00,"morning,afternoon,evening",False
2059,Cửa Hàng Thời Trang An Phước,10.7763424,106.6807708,Shopping_Commerce,shop:clothes,Local,79319,4.1,76,0.277,06:00,22:00,"morning,afternoon,evening",False
2060,Cửa Hàng Thời Trang An Phước,10.8004946,106.6588006,Shopping_Commerce,shop:clothes,Local,66524,4.4,82,0.473,06:00,22:00,"morning,afternoon,evening",False
2061,Cửa Hàng Thời Trang An Phước,10.8182117,106.6872738,Shopping_Commerce,shop:clothes,Local,61066,4.73,24,0.492,06:00,22:00,"morning,afternoon,evening",False
2062,Cửa Hàng Thời Trang An Phước,10.790143,106.6587728,Shopping_Commerce,shop:clothes,Local,41693,4.51,38,0.449,06:00,22:00,"morning,afternoon,evening",False
2063,Cửa Hàng Thời Trang An Phước,10.8008017,106.6611716,Shopping_Commerce,shop:clothes,Local,172731,3.7,24,0.342,06:00,22:00,"morning,afternoon,evening",False
2064,Cửa Hàng Thời Trang An Phước,10.7702385,106.6917206,Shopping_Commerce,shop:clothes,Local,122635,4.57,23,0.763,06:00,22:00,"morning,afternoon,evening",True
2065,Cửa Hàng Thời Trang An Phước,10.7780263,106.7020418,Shopping_Commerce,shop:clothes,Local,40477,4.33,51,0.648,06:00,22:00,"morning,afternoon,evening",True
2066,Cửa Hàng Thời Trang An Phước,10.7734272,106.7006185,Shopping_Commerce,shop:clothes,Local,127497,3.91,67,0.573,06:00,22:00,"morning,afternoon,evening",True
2067,Cửa Hàng Thời Trang An Phước,10.77423,106.704016,Shopping_Commerce,shop:clothes,Local,72409,4.05,56,0.723,06:00,22:00,"morning,afternoon,evening",True
2068,Cửa Hàn Thời Trang An Phước,10.7992499,106.6806497,Shopping_Commerce,shop:clothes,Local,74067,3.67,42,0.336,06:00,22:00,"morning,afternoon,evening",False
2069,Cửa Hàng Thời Trang An Phước,10.7807972,106.6985826,Shopping_Commerce,shop:clothes,Local,51419,4.55,73,0.457,06:00,22:00,"morning,afternoon,evening",False
2070,Cửa Hàng Thời Trang An Phước,10.78758,106.678054,Shopping_Commerce,shop:clothes,Local,100270,4.0,82,0.52,06:00,22:00,"morning,afternoon,evening",False
2071,Cửa Hàng Thời Trang An Phước,10.803847,106.688912,Shopping_Commerce,shop:clothes,Local,68056,4.14,85,0.333,06:00,22:00,"morning,afternoon,evening",False
2072,Cửa Hàng Thời Trang An Phước,10.7711012,106.6931247,Shopping_Commerce,shop:clothes,Local,127184,4.07,86,0.742,06:00,22:00,"morning,afternoon,evening",True
2073,Cửa Hàng Thời Trang An Phước,10.7775593,106.689073,Shopping_Commerce,shop:clothes,Local,183444,4.01,48,0.463,06:00,22:00,"morning,afternoon,evening",False
2074,Cửa Hàng Thời Trang An Phước,10.7715755,106.6747355,Shopping_Commerce,shop:clothes,Local,72100,3.9,44,0.47,06:00,22:00,"morning,afternoon,evening",False
2075,Cửa Hàng Thời Trang An Phước,10.7862829,106.694289,Shopping_Commerce,shop:clothes,Local,41340,3.75,25,0.43,06:00,22:00,"morning,afternoon,evening",False
2076,Cửa Hàng Thời Trang An Phước,10.7952531,106.6826708,Shopping_Commerce,shop:clothes,Local,194632,4.19,39,0.278,06:00,22:00,"morning,afternoon,evening",False
2077,Cửa Hàng Thời Trang An Phước,10.7689366,106.6832619,Shopping_Commerce,shop:clothes,Local,125051,4.17,73,0.375,06:00,22:00,"morning,afternoon,evening",False
2078,Cửa Hàng Thời Trang An Phước,10.8024073,106.7410883,Shopping_Commerce,shop:clothes,Local,77217,3.51,79,0.298,06:00,22:00,"morning,afternoon,evening",False
2079,Cửa Hàng Thời Trang An Phước,10.774863,106.700928,Shopping_Commerce,shop:clothes,Local,46491,3.68,64,0.641,06:00,22:00,"morning,afternoon,evening",True
2080,Cửa Hàng Thời Trang An Phước,10.7559582,106.6627251,Shopping_Commerce,shop:clothes,Local,122039,4.19,24,0.394,06:00,22:00,"morning,afternoon,evening",False
2081,Cửa Hàng Thời Trang An Phước,10.7754948,106.6797842,Shopping_Commerce,shop:clothes,Local,51744,4.2,32,0.473,06:00,22:00,"morning,afternoon,evening",False
2082,Cửa Hàng Thời Trang An Phước,10.793899,106.678074,Shopping_Commerce,shop:clothes,Local,199957,4.32,70,0.359,06:00,22:00,"morning,afternoon,evening",False
2083,Cửa Hàng Thời Trang An Phước,10.7739899,106.6973591,Shopping_Commerce,shop:clothes,Local,69827,4.55,62,0.812,06:00,22:00,"morning,afternoon,evening",True
2084,Cửa Hàng Thời Trang An Phước,10.7692021,106.6515605,Shopping_Commerce,shop:clothes,Local,179397,4.25,66,0.456,06:00,22:00,"morning,afternoon,evening",False
2085,Cửa Hàng Thời Trang An Phước,10.7571461,106.6702831,Shopping_Commerce,shop:clothes,Local,67834,4.4,30,0.491,06:00,22:00,"morning,afternoon,evening",False
2086,Nhà Hàng Cơm Chay,10.7776667,106.6787439,Food_Dining,restaurant,Chill,246553,3.92,86,0.49,07:00,23:00,"afternoon,evening",False
2087,Quán Bò Né,10.778864,106.679548,Food_Dining,restaurant,Chill,325000,4.39,106,0.411,07:00,23:00,"afternoon,evening",False
2088,Nhà Hàng True Beef,10.777461,106.6791688,Food_Dining,restaurant,Chill,211303,3.82,118,0.351,07:00,23:00,"afternoon,evening",False
2089,La Habana,10.7692056,106.6916884,Food_Dining,bar,Party,234094,3.96,76,0.765,18:00,02:00,night,True
2090,The Mach House,10.775207,106.7006022,Food_Dining,restaurant,Chill,341664,4.05,108,0.746,07:00,23:00,"afternoon,evening",True
2091,Old Navy,10.8017124,106.7492692,Shopping_Commerce,shop:clothes,Local,133815,4.68,35,0.32,06:00,22:00,"morning,afternoon,evening",False
2092,The Pizza Company,10.8020082,106.7488714,Food_Dining,fast_food,Local,95634,3.76,49,0.493,06:00,22:00,"morning,afternoon,evening",False
2093,Lotteria,10.8013973,106.7466412,Food_Dining,fast_food,Local,67476,3.64,41,0.365,06:00,22:00,"morning,afternoon,evening",False
2094,Highlands Coffee,10.8016428,106.747207,Food_Dining,cafe,Chill,65197,3.75,54,0.457,07:00,23:00,"afternoon,evening",False
2095,Lotteria,10.8005158,106.743046,Food_Dining,fast_food,Local,98605,3.58,57,0.437,06:00,22:00,"morning,afternoon,evening",False
2096,Surf Shak (burger),10.8056356,106.7321369,Food_Dining,restaurant,Chill,151581,3.93,98,0.425,07:00,23:00,"afternoon,evening",False
2097,Nhà Hàng Hương Vy II,10.7682101,106.6944222,Food_Dining,restaurant,Chill,153928,4.46,97,0.628,07:00,23:00,"afternoon,evening",True
2098,Nhà Hàng Fruicy,10.7908725,106.719173,Food_Dining,restaurant,Chill,226006,4.19,107,0.279,07:00,23:00,"afternoon,evening",False
2099,Bún Chả Que Tre Bà Bảy,10.7689734,106.6993762,Food_Dining,restaurant,Chill,328047,4.54,106,0.586,07:00,23:00,"afternoon,evening",True
2100,Nhà Hàng Mai Xuân Canh,10.779395,106.7005031,Food_Dining,restaurant,Chill,359979,4.32,117,0.818,07:00,23:00,"afternoon,evening",True
2101,Quán Bar Bùi Vi,10.7668691,106.692757,Food_Dining,bar,Party,169687,4.26,34,0.796,18:00,02:00,night,True
2102,Fang Pub - Hồ Xuân Hương,10.7777473,106.6887567,Food_Dining,bar,Party,127198,4.66,62,0.436,18:00,02:00,night,False
2103,Vo Roof Garden,10.7741771,106.7040143,Food_Dining,restaurant,Chill,325866,3.98,82,0.716,07:00,23:00,"afternoon,evening",True
2104,Lotteria,10.8025909,106.7412322,Food_Dining,fast_food,Local,50189,3.85,90,0.33,06:00,22:00,"morning,afternoon,evening",False
2105,The Pizza Company,10.8005625,106.7411469,Food_Dining,fast_food,Local,74325,3.66,28,0.349,06:00,22:00,"morning,afternoon,evening",False
2106,The Pizza Company,10.8024282,106.7405509,Food_Dining,fast_food,Local,101628,4.24,64,0.355,06:00,22:00,"morning,afternoon,evening",False
2107,Highlands Coffee,10.8021446,106.740627,Food_Dining,cafe,Chill,98274,3.72,34,0.485,07:00,23:00,"afternoon,evening",False
2108,McDonald's Vincom Mega Mall Thảo Điền,10.8024419,106.7415654,Food_Dining,fast_food,Local,119078,4.38,63,0.506,06:00,22:00,"morning,afternoon,evening",False
2109,H&M,10.8020936,106.7403848,Shopping_Commerce,shop:clothes,Local,177330,3.76,63,0.424,06:00,22:00,"morning,afternoon,evening",False
2110,Buffalo Wild Wings,10.8038845,106.7371802,Food_Dining,restaurant:wings,Chill,172912,3.94,113,0.543,07:00,23:00,"afternoon,evening",False
2111,Quán Rượu Kurtz's By Heart Of Darkness,10.8015808,106.7379769,Food_Dining,bar,Party,204112,3.57,67,0.434,18:00,02:00,night,False
2112,Eddie's New York Diner,10.8061409,106.7352153,Food_Dining,restaurant:american,Chill,239190,4.63,101,0.514,07:00,23:00,"afternoon,evening",False
2113,District Federal,10.8035553,106.7341857,Food_Dining,restaurant:mexican,Chill,247617,4.6,69,0.388,07:00,23:00,"afternoon,evening",False
2114,Rạp Phim Cinestar,10.7825396,106.6982403,Entertainment_Leisure,cinema,Family,63385,3.84,120,0.539,09:00,21:30,"morning,afternoon",False
2115,The Coffee House,10.797307,106.6775437,Food_Dining,cafe,Chill,53771,4.54,84,0.28,07:00,23:00,"afternoon,evening",False
2116,Cà Phê Mùa Hè,10.7789735,106.7023243,Food_Dining,cafe,Chill,89124,4.78,78,0.673,07:00,23:00,"afternoon,evening",True
2117,Quán A Kafé,10.7760918,106.6900444,Food_Dining,cafe,Chill,81107,3.59,50,0.667,07:00,23:00,"afternoon,evening",True
2118,POI_6909743970,10.7957198,106.6698875,Food_Dining,cafe,Chill,114564,4.39,60,0.441,07:00,23:00,"afternoon,evening",False
2119,POI_6912030995,10.7746113,106.6910962,Entertainment_Leisure,other,Local,126515,4.68,60,0.586,06:00,22:00,"morning,afternoon,evening",True
2120,Quán Ăn Ruông,10.7749562,106.6979121,Food_Dining,restaurant:vietnamese,Chill,270817,4.19,107,0.805,07:00,23:00,"afternoon,evening",True
2121,Highlands Coffee,10.7766096,106.6884669,Food_Dining,cafe,Chill,113897,4.0,37,0.278,07:00,23:00,"afternoon,evening",False
2122,POI_6912031002,10.7767047,106.6882796,Shopping_Commerce,shop:clothes,Local,35232,3.84,49,0.375,06:00,22:00,"morning,afternoon,evening",False
2123,POI_6912031003,10.7768929,106.6882781,Shopping_Commerce,shop:clothes,Local,71738,3.6,73,0.377,06:00,22:00,"morning,afternoon,evening",False
2124,POI_6914991066,10.8163791,106.6765106,Entertainment_Leisure,other,Local,183189,4.74,74,0.481,06:00,22:00,"morning,afternoon,evening",False
2125,Nhà Hàng Ụt Ụt,10.8034407,106.7323648,Food_Dining,restaurant,Chill,384285,4.75,87,0.545,07:00,23:00,"afternoon,evening",False
2126,Nhà Hàng Little Viet,10.7721763,106.6919054,Food_Dining,restaurant,Chill,186967,3.55,60,0.573,07:00,23:00,"afternoon,evening",True
2127,Chatean fusion Cuision,10.7859104,106.6868943,Food_Dining,restaurant,Chill,166268,4.68,110,0.295,07:00,23:00,"afternoon,evening",False
2128,Nhà Hàng - Cà Phê Lâm,10.7659753,106.6910786,Food_Dining,restaurant:vietnamese;thai;korean;noodles;international,Chill,369850,4.06,74,0.795,07:00,23:00,"afternoon,evening",True
2129,Nhà Hàng Anjisen Ramen,10.7850823,106.6962802,Food_Dining,restaurant,Chill,197876,4.22,78,0.463,07:00,23:00,"afternoon,evening",False
2130,Quán Ăn Bún Thịt Nướng,10.7878849,106.6962102,Food_Dining,restaurant,Chill,305447,3.63,64,0.531,07:00,23:00,"afternoon,evening",False
2131,Bánh Cuốn Hồng Hạnh,10.7854466,106.7003797,Food_Dining,restaurant,Chill,268880,4.12,78,0.493,07:00,23:00,"afternoon,evening",False
2132,Dear coffee,10.7762191,106.6857003,Food_Dining,cafe,Chill,72290,4.57,65,0.392,07:00,23:00,"afternoon,evening",False
2133,Phở Bình,10.7687998,106.6836803,Food_Dining,restaurant:vietnamese,Chill,150322,3.79,91,0.367,07:00,23:00,"afternoon,evening",False
2134,Phẩy Cocktail,10.7645134,106.6883605,Food_Dining,bar,Party,137926,4.25,88,0.399,18:00,02:00,night,False
2135,Quán Mèo Mập,10.7700723,106.6811389,Food_Dining,restaurant,Chill,386216,4.13,86,0.523,07:00,23:00,"afternoon,evening",False
2136,Cà Phê Và Kem Nếp Cẩm,10.7917512,106.6931313,Food_Dining,cafe,Chill,64570,3.78,59,0.439,07:00,23:00,"afternoon,evening",False
2137,Hẻm Quán - Ông thổ địa,10.7903709,106.6859945,Food_Dining,bar,Party,226192,4.17,67,0.481,18:00,02:00,night,False
2138,Siêu Thị Vive Gourmet Food & Wine,10.7938895,106.7124906,Shopping_Commerce,shop:supermarket,Local,88605,4.31,110,0.27,06:00,22:00,"morning,afternoon,evening",False
2139,The Coffee House,10.8122338,106.6902853,Food_Dining,cafe,Chill,50148,4.75,85,0.363,07:00,23:00,"afternoon,evening",False
2140,Nhà Hàng Shanti Indian Cuisine,10.7670963,106.6893396,Food_Dining,restaurant:indian,Chill,196990,4.58,72,0.341,07:00,23:00,"afternoon,evening",False
2141,Quán Bún Chả Hà Nội,10.7753468,106.689265,Food_Dining,restaurant,Chill,306200,4.15,85,0.507,07:00,23:00,"afternoon,evening",False
2142,Nhà Hàng Here & Now,10.7898332,106.7109547,Food_Dining,restaurant,Chill,157541,4.66,77,0.31,07:00,23:00,"afternoon,evening",False
2143,The Coffee House,10.815243,106.7078631,Food_Dining,cafe,Chill,90953,3.58,82,0.397,07:00,23:00,"afternoon,evening",False
2144,Cà Phê Amazing,10.8024671,106.660464,Food_Dining,cafe,Chill,84088,4.38,38,0.493,07:00,23:00,"afternoon,evening",False
2145,Nhà Hàng Đồ Chay,10.8041704,106.6893943,Food_Dining,restaurant,Chill,160284,4.78,109,0.31,07:00,23:00,"afternoon,evening",False
2146,Cà Phê Vacances,10.801903,106.6604674,Food_Dining,cafe,Chill,111782,4.3,61,0.482,07:00,23:00,"afternoon,evening",False
2147,Musa - Indian Goat Curry,10.7596162,106.6741717,Food_Dining,restaurant:indian,Chill,214935,4.65,110,0.458,07:00,23:00,"afternoon,evening",False
2148,Co.op Mart - Chu Văn An,10.810612,106.7031555,Shopping_Commerce,shop:supermarket,Local,48070,4.29,104,0.323,06:00,22:00,"morning,afternoon,evening",False
2149,Cà Phê The Long,10.8036484,106.6660918,Food_Dining,cafe,Chill,70941,4.7,41,0.263,07:00,23:00,"afternoon,evening",False
2150,Texas Chicken,10.7982611,106.6889459,Food_Dining,fast_food,Local,69697,3.58,42,0.341,06:00,22:00,"morning,afternoon,evening",False
2151,Nhà Hàng Tokyo Deli,10.7980321,106.6894961,Food_Dining,restaurant:japanese,Chill,789778,3.75,89,0.315,07:00,23:00,"afternoon,evening",False
2152,Quán Cơm Chay 27,10.8005665,106.6845785,Food_Dining,restaurant:vietnamese,Chill,270957,4.46,114,0.485,07:00,23:00,"afternoon,evening",False
2153,Otoke Chicken,10.8006214,106.6844872,Food_Dining,restaurant:chicken;fried_chicken,Chill,180358,3.97,90,0.528,07:00,23:00,"afternoon,evening",False
2154,Cà Phê Sorriso,10.8005574,106.6844909,Food_Dining,cafe,Chill,48308,4.48,66,0.543,07:00,23:00,"afternoon,evening",False
2155,The Coffee House,10.802546,106.6838791,Food_Dining,cafe,Chill,44962,4.1,75,0.336,07:00,23:00,"afternoon,evening",False
2156,Nhà Hàng ZooZoo Deluxy,10.8028322,106.6842,Food_Dining,restaurant,Chill,364058,4.52,63,0.384,07:00,23:00,"afternoon,evening",False
2157,Quán Ăn Sủi Cảo Chú Phương,10.7587299,106.6527205,Food_Dining,restaurant:chinese,Chill,341335,3.71,64,0.318,07:00,23:00,"afternoon,evening",False
2158,Nhà Hàng Người Hoa Tân Nguyên Thái,10.7569437,106.6702588,Food_Dining,restaurant:chinese,Chill,304202,4.3,78,0.36,07:00,23:00,"afternoon,evening",False
2159,Chè Thái Lan 280,10.7623001,106.6684262,Food_Dining,restaurant,Chill,329742,3.56,75,0.313,07:00,23:00,"afternoon,evening",False
2160,Phở Hùng - Nguyễn Tri Phương,10.7624433,106.6684,Food_Dining,restaurant:vietnamese,Chill,345571,4.74,79,0.362,07:00,23:00,"afternoon,evening",False
2161,Tiệm Mì Hữu Ký,10.7923214,106.7089215,Food_Dining,restaurant:chinese,Chill,367773,3.57,102,0.431,07:00,23:00,"afternoon,evening",False
2162,Uniqlo,10.7775166,106.7022458,Shopping_Commerce,shop:clothes,Local,132551,4.31,21,0.698,06:00,22:00,"morning,afternoon,evening",True
2163,CGV,10.7747697,106.7007331,Entertainment_Leisure,cinema,Family,113914,4.28,120,0.637,09:00,21:30,"morning,afternoon",True
2164,Hủ Tiếu Thành Đạt - Cô Bắc,10.7657017,106.6956594,Food_Dining,restaurant,Chill,179587,4.44,75,0.563,07:00,23:00,"afternoon,evening",True
2165,Lương Ký Mì Gia,10.7918935,106.7089558,Food_Dining,restaurant:chinese,Chill,384572,4.45,109,0.362,07:00,23:00,"afternoon,evening",False
2166,Hủ Tiếu Mì Hỷ Hào,10.7632196,106.7002338,Food_Dining,restaurant:vietnamese,Chill,396189,4.7,117,0.623,07:00,23:00,"afternoon,evening",True
2167,Quán Bún Mắm 144,10.7574411,106.7002611,Food_Dining,restaurant,Chill,222995,4.58,75,0.289,07:00,23:00,"afternoon,evening",False
2168,Mì Quảng Phan,10.7594098,106.6987798,Food_Dining,restaurant,Chill,184218,4.73,110,0.298,07:00,23:00,"afternoon,evening",False
2169,Quán Bún Bò Huế - Vinh Hiền,10.7612594,106.6999017,Food_Dining,restaurant,Chill,229395,4.41,94,0.84,07:00,23:00,"afternoon,evening",True
2170,COM CHAY CHAN NHU 2,10.7652837,106.6947766,Food_Dining,restaurant:vietnamese,Chill,388128,3.65,117,0.778,07:00,23:00,"afternoon,evening",True
2171,POI_7036907585,10.7993735,106.6898235,Culture_History,attraction,Local,103172,4.26,64,0.579,06:00,22:00,"morning,afternoon,evening",False
2172,Dairy Queen,10.801787,106.7480191,Food_Dining,fast_food,Local,72588,4.64,35,0.417,06:00,22:00,"morning,afternoon,evening",False
2173,KFC,10.8018645,106.7482409,Food_Dining,fast_food,Local,56459,3.87,46,0.389,06:00,22:00,"morning,afternoon,evening",False
2174,Levi's,10.8015649,106.7486589,Shopping_Commerce,shop:clothes,Local,175883,4.07,65,0.277,06:00,22:00,"morning,afternoon,evening",False
2175,Men in Blue,10.7714236,106.692193,Shopping_Commerce,shop:clothes,Local,166406,3.54,58,0.632,06:00,22:00,"morning,afternoon,evening",True
2176,Phở Muslim,10.7576354,106.687285,Food_Dining,restaurant:vietnamese,Chill,287416,4.35,82,0.282,07:00,23:00,"afternoon,evening",False
2177,Cà Phê - Khách Sạn The Hut Boutique,10.7864671,106.692754,Food_Dining,cafe,Chill,78135,4.36,50,0.263,07:00,23:00,"afternoon,evening",False
2178,King BBQ Buffet,10.7725419,106.7036929,Food_Dining,restaurant,Chill,235887,3.9,74,0.569,07:00,23:00,"afternoon,evening",True
2179,Booze Wine Bar,10.7820936,106.7045218,Food_Dining,bar,Party,283754,4.57,67,0.278,18:00,02:00,night,False
2180,Firkin,10.7759488,106.7051991,Food_Dining,bar,Party,388510,4.26,63,0.613,18:00,02:00,night,True
2181,Alley50 Saigon,10.7750294,106.7045617,Food_Dining,bar,Party,124869,3.76,78,0.835,18:00,02:00,night,True
2182,Cà Phê Tractor,10.7700609,106.6934601,Food_Dining,cafe,Chill,93722,3.86,89,0.658,07:00,23:00,"afternoon,evening",True
2183,Tea Avenue,10.8058991,106.7411144,Food_Dining,restaurant,Chill,345417,3.79,77,0.55,07:00,23:00,"afternoon,evening",False
